,posting_id,image,image_phash,title,label_group,fold,filepath,pred_concat,target,pred_concat_only,f1_concat
1830,train_3461540528,18317c1fc8ef058bd343a0c220e7a99c.jpg,aac5d50a68b2e6e5,PAKET DUO THAI TEA CHATRAMUE (ISI 4 BKS),5743,0,app/dataset/shopee-product-matching/train_images/18317c1fc8ef058bd343a0c220e7a99c.jpg,['train_3461540528'],train_3461540528,train_3461540528,1.0
1831,train_2904785735,1837a998a3b218f8292869fa7839648e.jpg,bfe5c119c193c466,STICKER CARBON VIVO Y12i Y30i Y30 Y50 Y19 Y11 Y12 Y15 Y17 Y91 Y93 Y95 Y91c V11 C11 C15 GARSKIN BACK,6527,0,app/dataset/shopee-product-matching/train_images/1837a998a3b218f8292869fa7839648e.jpg,['train_2904785735'],train_2904785735,train_2904785735,1.0
1832,train_1605456569,183b026ba99e9a9d45f19885d59bccaa.jpg,bfc0807cc0af1f99,Tamacillin Obat serbuk tabur luka terbuka kucing,10437,0,app/dataset/shopee-product-matching/train_images/183b026ba99e9a9d45f19885d59bccaa.jpg,['train_1605456569'],train_1605456569,train_1605456569,1.0
1833,train_2125197646,183ce8107ca988741781b454418c797d.jpg,974c396b6195c69a,Jam Tangan Wanita Casio Baby-G BGA110 Crono Off,2002,0,app/dataset/shopee-product-matching/train_images/183ce8107ca988741781b454418c797d.jpg,"['train_2125197646' 'train_1786645483' 'train_1734362266'
 'train_1638974290']",train_1786645483 train_1734362266 train_1638974290 train_2125197646,train_2125197646 train_1786645483 train_1734362266 train_1638974290,1.0
1834,train_1845757750,1846ece5b22e1d0c6edfe3fed291b57a.jpg,ab9dc462199d2e36,Natur E 100 IU 32 Kapsul Box,4282,0,app/dataset/shopee-product-matching/train_images/1846ece5b22e1d0c6edfe3fed291b57a.jpg,['train_1845757750' 'train_932533395'],train_1845757750 train_932533395,train_1845757750 train_932533395,1.0
1835,train_2416390351,184875d8a2527c901f113332aab03275.jpg,c8c85d9790f0c9ee,SANDAL WANITA selop bulu celio,6199,0,app/dataset/shopee-product-matching/train_images/184875d8a2527c901f113332aab03275.jpg,['train_2416390351'],train_2416390351,train_2416390351,1.0
1836,train_908687404,184dba5229d15c9e11934b313cfa6578.jpg,bd3993444f0d9237,Face Shield KACAMATA Protection Alat Pelindung Diri Wajah APD Dari Batuk Virus Bakteri,3409,0,app/dataset/shopee-product-matching/train_images/184dba5229d15c9e11934b313cfa6578.jpg,['train_908687404' 'train_1963882714'],train_908687404 train_1963882714,train_908687404 train_1963882714,1.0
1837,train_1702727283,184ff5792d109a5296a16abd7925ed7a.jpg,bf9f80604a392d97,WAISTBAG AS - Tas Selempang Pria Wanita,3222,0,app/dataset/shopee-product-matching/train_images/184ff5792d109a5296a16abd7925ed7a.jpg,"['train_1702727283' 'train_1298274482' 'train_1065906242'
 'train_219315523' 'train_4181834509' 'train_1652717296'
 'train_1551895204']",train_1065906242 train_2458596748 train_1652717296 train_219315523 train_4181834509 train_1702727283 train_1298274482 train_1551895204,train_1702727283 train_1298274482 train_1065906242 train_219315523 train_4181834509 train_1652717296 train_1551895204,0.9333333333333333
1838,train_206097024,1852c1f1e754609f87cb31af3395f6fe.jpg,a1a50b879bf364d8,Cy Matcha Latte With Brown Rice Genmaicha Latte 1 Box 8 Sachets,5717,0,app/dataset/shopee-product-matching/train_images/1852c1f1e754609f87cb31af3395f6fe.jpg,['train_206097024'],train_206097024,train_206097024,1.0
1839,train_2287232428,1859e6be8283cb97f2f471b735bab22b.jpg,b7b348f3b800b71c,Savanna top,706,0,app/dataset/shopee-product-matching/train_images/1859e6be8283cb97f2f471b735bab22b.jpg,['train_2287232428'],train_2287232428,train_2287232428,1.0
1840,train_1526777010,186069ba40efc62ce659560d5edf5885.jpg,ac93c66c936c6d98,anlene gold plus coklat 900gr,9438,0,app/dataset/shopee-product-matching/train_images/186069ba40efc62ce659560d5edf5885.jpg,['train_1526777010'],train_1526777010,train_1526777010,1.0
1841,train_61811259,1865050e8e9b5e336a36922b616c38cb.jpg,f915c26e1e633872,50Pcs Ikat Rambut Korea Karet rambut Polos Elastis Gaya Korea Untuk Wanita kuncir tail rambut,2606,0,app/dataset/shopee-product-matching/train_images/1865050e8e9b5e336a36922b616c38cb.jpg,"['train_61811259' 'train_1561375840' 'train_2486671168' 'train_1010868925'
 'train_408229003' 'train_543954089' 'train_1521931249' 'train_2963630570'
 'train_2358518833' 'train_2992657661']",train_4184037897 train_1010868925 train_1561375840 train_2963630570 train_2382946865 train_2486671168 train_61811259 train_2358518833 train_1521931249 train_408229003 train_543954089,train_61811259 train_1561375840 train_2486671168 train_1010868925 train_408229003 train_543954089 train_1521931249 train_2963630570 train_2358518833 train_2992657661,0.8571428571428571
1842,train_708898895,1865c8e5c91bab1cc97b4d05819a8c53.jpg,9121e3df6e8c0b0f,Pisau Dapur Buah Sayur Tajam / Pemotong Makanan / Kupas Buah Warna Warni,4732,0,app/dataset/shopee-product-matching/train_images/1865c8e5c91bab1cc97b4d05819a8c53.jpg,['train_708898895'],train_708898895,train_708898895,1.0
1843,train_3498451264,186622cb24f1ce1cdcec6518f9ef8802.jpg,ea91954a943fc9f0,KEJU WINCHEEZ 250gr / Keju Cheddar Winchees / Keju Winchiz BEST SELLER,1395,0,app/dataset/shopee-product-matching/train_images/186622cb24f1ce1cdcec6518f9ef8802.jpg,['train_3498451264'],train_3498451264,train_3498451264,1.0
1844,train_3259551834,186e0b60e5f56509978da6a85ba56378.jpg,ed84d31296716d4d,"boneka doraemon jumbo berdiri syal 1,1 meter bulu rasfur",6649,0,app/dataset/shopee-product-matching/train_images/186e0b60e5f56509978da6a85ba56378.jpg,['train_3259551834'],train_3259551834,train_3259551834,1.0
1845,train_3006228291,186f325ad4e589000de02249d85a1633.jpg,ab72e3e09c1ec8ca,PLEXTONE G20 In-Ear Gaming Headset Stereo Bass Headphone,9982,0,app/dataset/shopee-product-matching/train_images/186f325ad4e589000de02249d85a1633.jpg,['train_3006228291'],train_3006228291,train_3006228291,1.0
1846,train_1958877247,1870a6c217c8289da2be8b69b08d008d.jpg,ae8d1fd00c1b9d65,READY//SHR DRESS KIDS SOFTJEANS,6723,0,app/dataset/shopee-product-matching/train_images/1870a6c217c8289da2be8b69b08d008d.jpg,['train_1958877247'],train_1958877247,train_1958877247,1.0
1847,train_2287136579,187278f643b910b5abf4e5ac277bd13c.jpg,eb879478c4235a8f,Softex Maternity Breast Pads 50s,9836,0,app/dataset/shopee-product-matching/train_images/187278f643b910b5abf4e5ac277bd13c.jpg,['train_2287136579' 'train_4216639529'],train_2287136579 train_4216639529,train_2287136579 train_4216639529,1.0
1848,train_643521550,18745c97de51a55db678587c9def5d05.jpg,e167961ccc933273,UTICON SC-382 Steker / Stop kontak T Arde + Saklar / Switch,8854,0,app/dataset/shopee-product-matching/train_images/18745c97de51a55db678587c9def5d05.jpg,['train_643521550'],train_643521550,train_643521550,1.0
1849,train_399193050,187c8a068c1a950e83f9f9b9703e6655.jpg,8778f80737cc0ef0,Anycast M100 4K HD Wifi Display TV Dongle Wireless HDMI Dongle Anycast,4965,0,app/dataset/shopee-product-matching/train_images/187c8a068c1a950e83f9f9b9703e6655.jpg,['train_399193050'],train_399193050,train_399193050,1.0
1850,train_504835201,1882be1c1fde920890fbe2302b4ebb7c.jpg,9bc08423e8386fbf,Pengasah Pisau Batu Asah Tajam Gunting bentuk Bulat Praktis Asah Pisau Mini Murah Unik Gunting Pisau,6812,0,app/dataset/shopee-product-matching/train_images/1882be1c1fde920890fbe2302b4ebb7c.jpg,['train_504835201'],train_504835201,train_504835201,1.0
1851,train_2327353613,18835d4d2cfe08686e615bc50ef84554.jpg,c83ee39609d6bd18,the Aubree Niacinamide Skin Booster [30ml],5520,0,app/dataset/shopee-product-matching/train_images/18835d4d2cfe08686e615bc50ef84554.jpg,['train_2327353613'],train_2327353613,train_2327353613,1.0
1852,train_2312596979,1885f6842de2c53481d043d0cdfa6fa5.jpg,e1968ccb9ba3266c,Merries pants m34,2370,0,app/dataset/shopee-product-matching/train_images/1885f6842de2c53481d043d0cdfa6fa5.jpg,['train_2312596979'],train_2312596979,train_2312596979,1.0
1853,train_4141083946,1889b54665ed3120bba2e3213687586a.jpg,f55062ac1d850f6f,(Bisa COD) Tikap Hijab Masker ORIGINAL Cantika Hijab.,5223,0,app/dataset/shopee-product-matching/train_images/1889b54665ed3120bba2e3213687586a.jpg,['train_4141083946' 'train_2143180994'],train_2143180994 train_4141083946,train_4141083946 train_2143180994,1.0
1854,train_1934632435,188a6ab88c945875d33ff3d177a07586.jpg,e1ed5ef50a202df0,Miyako mixer com SM 625 /hand stand mixer mangkok putar,8432,0,app/dataset/shopee-product-matching/train_images/188a6ab88c945875d33ff3d177a07586.jpg,['train_1934632435' 'train_2487104464'],train_1934632435 train_2685171968 train_2487104464,train_1934632435 train_2487104464,0.8
1855,train_503869388,188a8126689d5a1c2476c37e6877996b.jpg,ce4ea699c8ea25b1,Cussons Baby Mini Bag / Cussons Gift Bag Set,1989,0,app/dataset/shopee-product-matching/train_images/188a8126689d5a1c2476c37e6877996b.jpg,['train_503869388' 'train_2638824647' 'train_1259585693'],train_503869388 train_1259585693 train_2638824647,train_503869388 train_2638824647 train_1259585693,1.0
1856,train_3614124990,188b3ac826119f7793e71f39d3ef68c8.jpg,e6d99963916699c4,BENTON Aloe BHA Skin Toner,1544,0,app/dataset/shopee-product-matching/train_images/188b3ac826119f7793e71f39d3ef68c8.jpg,['train_3614124990' 'train_3034244671' 'train_2577499644'],train_2577499644 train_3034244671 train_3614124990,train_3614124990 train_3034244671 train_2577499644,1.0
1857,train_3225117984,188bcfbe8411cc6232b677a687e07bb5.jpg,f2fbc112ae655845,JILBAB SAFETY MASK NIQAB ANTI CORONA / JILBAB INSTAN / JILBAB SYRIA / JILBAB JERSY,10753,0,app/dataset/shopee-product-matching/train_images/188bcfbe8411cc6232b677a687e07bb5.jpg,['train_3225117984' 'train_618767318' 'train_470412641' 'train_3647070982'],train_470412641 train_3225117984 train_1462484558 train_1323768754 train_3647070982 train_2227859828 train_618767318,train_3225117984 train_618767318 train_470412641 train_3647070982,0.7272727272727273
1858,train_802021102,188f01e54870790a9450f3307f7d78ba.jpg,bc79cfc3930cc330,Seblak Kwetiaw Kikil k.y.l Kylafood,10931,0,app/dataset/shopee-product-matching/train_images/188f01e54870790a9450f3307f7d78ba.jpg,['train_802021102'],train_802021102,train_802021102,1.0
1859,train_364658282,188f2e1de4fda21ce72f0248db393aa2.jpg,f8b44bc3969c932c,Mie Telur Urai Original 140G - Burung Dara,5187,0,app/dataset/shopee-product-matching/train_images/188f2e1de4fda21ce72f0248db393aa2.jpg,['train_364658282'],train_364658282,train_364658282,1.0
1860,train_3626476894,18967e0ccd09ae0061ac37dab6479005.jpg,e6b19966b05fa24c,[PREMIUM] Grandville Abon SAPI Crunchy Single Pack Original,4019,0,app/dataset/shopee-product-matching/train_images/18967e0ccd09ae0061ac37dab6479005.jpg,['train_3626476894'],train_3626476894,train_3626476894,1.0
1861,train_3711919709,1897623f0696992d7720ee6a2963660b.jpg,b44d4bda2693c99c,2 + 1 Madu Sehat Lambung Magastrol force,6907,0,app/dataset/shopee-product-matching/train_images/1897623f0696992d7720ee6a2963660b.jpg,"['train_3711919709' 'train_2651778363' 'train_3088959799'
 'train_2209233152']",train_3711919709 train_2651778363 train_3088959799 train_2209233152,train_3711919709 train_2651778363 train_3088959799 train_2209233152,1.0
1862,train_2491074171,1897c6d04379f4a84a573efdc990ac5c.jpg,ef73c06e97420d29,REFILL !!! PIXY MAKE IT GLOW DEWY CUSHION REFILL,4843,0,app/dataset/shopee-product-matching/train_images/1897c6d04379f4a84a573efdc990ac5c.jpg,['train_2491074171'],train_2491074171,train_2491074171,1.0
1863,train_3825759619,1898768bdd80aec966e9696f765089d8.jpg,b5d4ce6159c660b9,SENDAL JEPIT SPON PRIA / COWO SUMMER EVERY STEP  LOULUEN,2680,0,app/dataset/shopee-product-matching/train_images/1898768bdd80aec966e9696f765089d8.jpg,['train_3825759619'],train_3825759619,train_3825759619,1.0
1864,train_4173891545,18ab85f7121e76840d5d9c6538d77fbb.jpg,ecb99346c36d3c18,Grifphone multiband/pop socket,5157,0,app/dataset/shopee-product-matching/train_images/18ab85f7121e76840d5d9c6538d77fbb.jpg,['train_4173891545'],train_4173891545,train_4173891545,1.0
1865,train_2442928452,18ae8cef423a9347a1c971eb16844e30.jpg,f8b6dbc341c126b4,Tutup Pentil LED / Pentil Ban LED ban motor mobil sepeda FREE BATERAI,4004,0,app/dataset/shopee-product-matching/train_images/18ae8cef423a9347a1c971eb16844e30.jpg,"['train_2442928452' 'train_81718756' 'train_387726735' 'train_287217465'
 'train_1345649171' 'train_1146285530' 'train_1873419172'
 'train_2219479309']",train_2442928452 train_1146285530 train_1873419172 train_287217465 train_387726735 train_81718756 train_1345649171,train_2442928452 train_81718756 train_387726735 train_287217465 train_1345649171 train_1146285530 train_1873419172 train_2219479309,0.9333333333333333
1866,train_310896259,18c0f2eb32c1a797950b047c33135861.jpg,8ba97031739b621f,PROMO DRESS PANJANG RENA SUPER DUPER JUMBO BY VANZAA COLLECTION RANDOM,3187,0,app/dataset/shopee-product-matching/train_images/18c0f2eb32c1a797950b047c33135861.jpg,['train_310896259'],train_310896259,train_310896259,1.0
1867,train_583520152,18c14e5ed6b6bd735b09035500d63b38.jpg,a6ea8939f2149dd1,"Jilbab Voal Motif Premium Masker Instan , Kerudung Premium , Harga Grosir , Voal Motif Part 2",6221,0,app/dataset/shopee-product-matching/train_images/18c14e5ed6b6bd735b09035500d63b38.jpg,['train_583520152'],train_583520152,train_583520152,1.0
1868,train_624283731,18c1ad9161cd75222e4e7ab127021bb6.jpg,bc70c3cf1eb0a193,Kabel Konektor Splitter 3.5mm audio Mic & Headset Microphone & Headphone,2753,0,app/dataset/shopee-product-matching/train_images/18c1ad9161cd75222e4e7ab127021bb6.jpg,['train_624283731'],train_624283731,train_624283731,1.0
1869,train_1418812608,18c3930281ee3788243e82d77f5c7aae.jpg,934e32646b659fd0,TISU NICE 180Sheet,8524,0,app/dataset/shopee-product-matching/train_images/18c3930281ee3788243e82d77f5c7aae.jpg,['train_1418812608' 'train_1627031913'],train_1418812608 train_1627031913,train_1418812608 train_1627031913,1.0
1870,train_281822199,18c46ab81cef90a4a33d705eb797f8cc.jpg,b1b3ce875989648d,XIAOMI REDMI 7 RAM 2 ROM 16 - GARANSI RESMI TAM,1372,0,app/dataset/shopee-product-matching/train_images/18c46ab81cef90a4a33d705eb797f8cc.jpg,['train_281822199'],train_281822199,train_281822199,1.0
1871,train_2500925011,18c95b6ebfa020847d5da17c9e1222d5.jpg,b993c63887c3c4c7,Spatula Set Stainless Steel 6 in 1,1194,0,app/dataset/shopee-product-matching/train_images/18c95b6ebfa020847d5da17c9e1222d5.jpg,['train_2500925011'],train_2500925011,train_2500925011,1.0
1872,train_2064309819,18cdccebeef0723ba5370d9018f055fb.jpg,b5d198c74d3a54a5,Casing Belakang Hard Case Bahan TPU Silikon Tekstur Matte untuk iPhone 6 6s 7 8 Plus 6Plus 6sPlus 7Plus 8Plus SE 2020 SE2 XR Back Cover,625,0,app/dataset/shopee-product-matching/train_images/18cdccebeef0723ba5370d9018f055fb.jpg,['train_2064309819' 'train_2320915147'],train_2064309819 train_2320915147,train_2064309819 train_2320915147,1.0
1873,train_2320915147,18cdccebeef0723ba5370d9018f055fb.jpg,b5d198c74d3a54a5,Casing Soft Case TPU Silikon Matte Transparan untuk iPhone x / 11 / 11pro / 11promax / X / xsmax / xsmax Cover,625,0,app/dataset/shopee-product-matching/train_images/18cdccebeef0723ba5370d9018f055fb.jpg,['train_2320915147' 'train_2064309819'],train_2064309819 train_2320915147,train_2320915147 train_2064309819,1.0
1874,train_3784394441,18dcc39a284e327377e3425e5ae7445c.jpg,b990c66de4c62b39,HOVELSHOP RAK SEPATU MOTIF ( 4 TINGKAT ),6867,0,app/dataset/shopee-product-matching/train_images/18dcc39a284e327377e3425e5ae7445c.jpg,['train_3784394441'],train_3784394441,train_3784394441,1.0
1875,train_1256113454,18e67a611ed896bd985e563e21d246cb.jpg,b3f3c0659e3c49b0,Kabel data JOYSEUS Micro USB & Type C Cable 100CM Fast Charging,4207,0,app/dataset/shopee-product-matching/train_images/18e67a611ed896bd985e563e21d246cb.jpg,['train_1256113454'],train_1256113454,train_1256113454,1.0
1876,train_1106537721,18ed40c7dba9a79341db0be6cf67d4ef.jpg,f3a78c58a5a75289,Obat penumbuh bulu brewok jenggot jambang alis,7696,0,app/dataset/shopee-product-matching/train_images/18ed40c7dba9a79341db0be6cf67d4ef.jpg,['train_1106537721'],train_1106537721,train_1106537721,1.0
1877,train_2728419968,18f1f9bbecfb5daaf9d132a42b89db8f.jpg,bcc7c33825c3da34,Flasher Sein BUNYI / Sen LED / Lampu Kedip / Flasher Relay Motor,5655,0,app/dataset/shopee-product-matching/train_images/18f1f9bbecfb5daaf9d132a42b89db8f.jpg,['train_2728419968'],train_2728419968,train_2728419968,1.0
1878,train_2869439454,18f55d0eb7d48dc8ac75142e2b22cde7.jpg,8b37c8dae208a7f4,NAURA BLOUSE,5677,0,app/dataset/shopee-product-matching/train_images/18f55d0eb7d48dc8ac75142e2b22cde7.jpg,['train_2869439454'],train_2869439454,train_2869439454,1.0
1879,train_3809931523,18f90575971bb137b38942a54d6e84d9.jpg,fe91895671a89547,11.11 SIB 09 FLIPFLOP BELLA / Sandal teplek Wanita,10816,0,app/dataset/shopee-product-matching/train_images/18f90575971bb137b38942a54d6e84d9.jpg,['train_3809931523' 'train_3629791021'],train_3809931523 train_3629791021,train_3809931523 train_3629791021,1.0
1880,train_3523967980,18fa3fd22e20a4bad2495691cf03819c.jpg,abe8d04b2bacc556,Epson L120 - Print Only,3815,0,app/dataset/shopee-product-matching/train_images/18fa3fd22e20a4bad2495691cf03819c.jpg,['train_3523967980'],train_3523967980,train_3523967980,1.0
1881,train_816699597,18fc8700b59fb0d620b36f51e3372193.jpg,8fcfa5348492f8e1,KEPALA SHOWER TERAPI IONIC SHOWER ION KESEHATAN SHOWER HEAD SPA FILTER SHOWER IONIZER HEALTHY,8593,0,app/dataset/shopee-product-matching/train_images/18fc8700b59fb0d620b36f51e3372193.jpg,['train_816699597' 'train_488119365'],train_816699597 train_488119365,train_816699597 train_488119365,1.0
1882,train_488119365,18fc8700b59fb0d620b36f51e3372193.jpg,8fcfa5348492f8e1,SUPER SHOWER HEALTHY,8593,0,app/dataset/shopee-product-matching/train_images/18fc8700b59fb0d620b36f51e3372193.jpg,['train_488119365' 'train_816699597'],train_816699597 train_488119365,train_488119365 train_816699597,1.0
1883,train_2407818842,18fd8fc5639b475cd9f435498498c9ba.jpg,fe95a896456ea342,Ikat Pinggang Bahan Kulit PU dengan Gesper Otomatis Gaya Retro untuk Pria,7828,0,app/dataset/shopee-product-matching/train_images/18fd8fc5639b475cd9f435498498c9ba.jpg,['train_2407818842'],train_2407818842,train_2407818842,1.0
1884,train_1765041994,18fe9a401c34c2b0e8785c1928d89e20.jpg,811d16e12f4f2f5a,OSM - K312 Kaos Kaki Polos Semata Kaki / Kaos Kaki Ankle Cute / Socks / Short Socks/ Sepatu,2857,0,app/dataset/shopee-product-matching/train_images/18fe9a401c34c2b0e8785c1928d89e20.jpg,"['train_1765041994' 'train_1805210125' 'train_1773789522'
 'train_1833837149' 'train_381544297' 'train_2627628435'
 'train_2039787872' 'train_2556781752' 'train_2024500122']",train_1805210125 train_1989561782 train_1773789522 train_1833837149 train_2627628435 train_2556781752 train_1765041994 train_2039787872 train_381544297,train_1765041994 train_1805210125 train_1773789522 train_1833837149 train_381544297 train_2627628435 train_2039787872 train_2556781752 train_2024500122,0.8888888888888888
1885,train_1718710680,19011187e26332043601a14a7e0038bc.jpg,ba9c984e658327e3,PAKET PROMO BANTAL MENYUSUI DAN APRON MENYUSUI,10908,0,app/dataset/shopee-product-matching/train_images/19011187e26332043601a14a7e0038bc.jpg,['train_1718710680'],train_1718710680,train_1718710680,1.0
1886,train_4183031325,190124c091d8f125642d74d1ba6da2ed.jpg,857b18e12a96d9b9,Sabun Pyary Turmeric 100% original,10020,0,app/dataset/shopee-product-matching/train_images/190124c091d8f125642d74d1ba6da2ed.jpg,['train_4183031325'],train_4183031325,train_4183031325,1.0
1887,train_3270834826,1902769d20cc583bea671b85f27a43ef.jpg,bb42979fd0b4c434,FREE MASKER & BUBBLE WRAP!! JOK PORTABLE BONCENGAN MOTOR ANAK / JOK SADEL KURSI BONCENG MOTOR,431,0,app/dataset/shopee-product-matching/train_images/1902769d20cc583bea671b85f27a43ef.jpg,['train_3270834826'],train_3270834826,train_3270834826,1.0
1888,train_3707659706,1905fbc64f657684b8c5b621dcb09fa0.jpg,83ba3e735025c7b4,\xe2\x80\xa2 WATCHKITE \xe2\x84\xa2 \xe2\x80\xa2 BAELLERRY BR005 ORIGINAL Dompet Lipat Pria Baellery,5983,0,app/dataset/shopee-product-matching/train_images/1905fbc64f657684b8c5b621dcb09fa0.jpg,['train_3707659706'],train_3707659706,train_3707659706,1.0
1889,train_755259745,190c63cdb034dce6688a0ef8118c2adb.jpg,91d48ccc7cc87567,CDR Effervescent,10773,0,app/dataset/shopee-product-matching/train_images/190c63cdb034dce6688a0ef8118c2adb.jpg,['train_755259745'],train_755259745 train_1788619907,train_755259745,0.6666666666666666
1890,train_177999648,190d9a2a8d7e87125ca73d754232f687.jpg,ad9c6758b6e49291,GLAMGLOW SUPERMUD FLASHMUD YOUTHMUD TUBE,6189,0,app/dataset/shopee-product-matching/train_images/190d9a2a8d7e87125ca73d754232f687.jpg,['train_177999648'],train_177999648,train_177999648,1.0
1891,train_38495461,1913b0c375bb8503ddf6fb7359b7de35.jpg,97d77d2c1c6c4868,"Celana panjang pria cargo cream, cargo casual. celanacargo pria D34",2701,0,app/dataset/shopee-product-matching/train_images/1913b0c375bb8503ddf6fb7359b7de35.jpg,['train_38495461'],train_38495461,train_38495461,1.0
1892,train_3235811784,191628d031209d5684b5b3ec2a0ffc96.jpg,c2f99c0ab776c81a,AMIDI STRIPE,8843,0,app/dataset/shopee-product-matching/train_images/191628d031209d5684b5b3ec2a0ffc96.jpg,['train_3235811784'],train_3235811784,train_3235811784,1.0
1893,train_3583614537,1918736946465d355f7c9ec12ddf520d.jpg,ec83833a95e1fa98,KARET JEPANG BOTOL DOT MINI / KARET KUNCIRAN RAMBUT / IKAT RAMBUT ANAK SEKALI PAKAI,6078,0,app/dataset/shopee-product-matching/train_images/1918736946465d355f7c9ec12ddf520d.jpg,['train_3583614537'],train_3583614537,train_3583614537,1.0
1894,train_4019235405,191c325e57201cf940260d60c69520f1.jpg,feb89a4b8d468645,Waistbag Usb Waterproof Buffback Black Phantom,10276,0,app/dataset/shopee-product-matching/train_images/191c325e57201cf940260d60c69520f1.jpg,['train_4019235405'],train_4019235405,train_4019235405,1.0
1895,train_2529718997,19204f17c54b504b37166f1e7688cc10.jpg,8927787a273896e5,Flip Leather Case Samsung J7 J5 J2 Prime Samsung J3 J5 J7 Pro A5 A7 2017 Samsung A8 A6 J4 J6 Plus A9 J7 J8 A7 2018 J3Pro J5Pro J7Pro Flipcase Cover Dompet Wallet Casing,4142,0,app/dataset/shopee-product-matching/train_images/19204f17c54b504b37166f1e7688cc10.jpg,['train_2529718997'],train_2529718997,train_2529718997,1.0
1896,train_2134335840,192c67110c11258873f89aaf37e168a3.jpg,803f6f582c6639f4,ORIGIINAL Hada Labo Shirojyun Ultimate Whitening SERIES BPOM / Hadalabo Seri Shirojyun / LEDI MART,9578,0,app/dataset/shopee-product-matching/train_images/192c67110c11258873f89aaf37e168a3.jpg,['train_2134335840'],train_2134335840,train_2134335840,1.0
1897,train_2893636089,1931aacc15c048be8afe3b5db4d04b3f.jpg,b09bc764ce89339a,CAIRAN PEMBERSIH SOFLENS X2 COMFORT 500ML SUPER JUMBO,5887,0,app/dataset/shopee-product-matching/train_images/1931aacc15c048be8afe3b5db4d04b3f.jpg,['train_2893636089' 'train_4017688569'],train_4017688569 train_2893636089,train_2893636089 train_4017688569,1.0
1898,train_757034243,193be622507d310294280ceac4a6957f.jpg,e33c87c3d08edc0e,Baso Aci Bapper Tulang Rangu | Bapper Mercon,2261,0,app/dataset/shopee-product-matching/train_images/193be622507d310294280ceac4a6957f.jpg,['train_757034243' 'train_908749612'],train_757034243,train_757034243 train_908749612,0.6666666666666666
1899,train_1216458932,193e554a5253334f7cab2dcb85819d75.jpg,ba6ec1949b3a6a4a,BOX CONTAINER SHINPO CB 130 MEGA / KOTAK TEMPAT PENYIMPANAN SERBAGUNA,4462,0,app/dataset/shopee-product-matching/train_images/193e554a5253334f7cab2dcb85819d75.jpg,['train_1216458932' 'train_2278991409'],train_1216458932 train_2278991409,train_1216458932 train_2278991409,1.0
1900,train_2278991409,193e554a5253334f7cab2dcb85819d75.jpg,ba6ec1949b3a6a4a,BOX CONTAINER SHINPO CB 95 MAX / KOTAK TEMPAT PENYIMPANAN SERBAGUNA,4462,0,app/dataset/shopee-product-matching/train_images/193e554a5253334f7cab2dcb85819d75.jpg,['train_2278991409' 'train_1216458932'],train_1216458932 train_2278991409,train_2278991409 train_1216458932,1.0
1901,train_3051753349,194069ad1ae0bb42e94528f27ad20218.jpg,b1ce939c9a6896b4,BONEKA LZ Beruang Teddybear Panda (T100CM),7089,0,app/dataset/shopee-product-matching/train_images/194069ad1ae0bb42e94528f27ad20218.jpg,['train_3051753349'],train_3051753349,train_3051753349,1.0
1902,train_1491109987,1941da14c2a5cefc7ffd800c04eb6589.jpg,bb6cc0c41fb3686a,PISAU APEL SARUNG BUAH DAPUR  3 PCS,2488,0,app/dataset/shopee-product-matching/train_images/1941da14c2a5cefc7ffd800c04eb6589.jpg,"['train_1491109987' 'train_3573325557' 'train_2128176597'
 'train_2104971635' 'train_3937416122' 'train_1866688264']",train_2104971635 train_3573325557 train_2128176597 train_1491109987 train_4031914591 train_3937416122 train_1866688264,train_1491109987 train_3573325557 train_2128176597 train_2104971635 train_3937416122 train_1866688264,0.9230769230769231
1903,train_4098241837,19481c30e95caef623b4027016e10f0f.jpg,e6dbcb21cc64998c,Makarizo Salon Daily Professional Shampoo 1000ml,9771,0,app/dataset/shopee-product-matching/train_images/19481c30e95caef623b4027016e10f0f.jpg,['train_4098241837'],train_4098241837,train_4098241837,1.0
1904,train_3489862335,194ca4bb6f47674060d1863649033059.jpg,bb63c49e193961e2,SEPATU FUTSAL SPECS ACCELATOR INFINITY (BISA COD),9786,0,app/dataset/shopee-product-matching/train_images/194ca4bb6f47674060d1863649033059.jpg,['train_3489862335' 'train_528357636'],train_3489862335 train_528357636,train_3489862335 train_528357636,1.0
1905,train_4013171575,195511a9fbaf1188a076a59698fd6ea2.jpg,e8b56ad702d22d74,KINGS - F297 Kaca Mata Dewasa / Kacamata Fashion Wanita Kombinasi Warna / Eyeglasess,8511,0,app/dataset/shopee-product-matching/train_images/195511a9fbaf1188a076a59698fd6ea2.jpg,['train_4013171575'],train_4013171575,train_4013171575,1.0
1906,train_3768010885,195ab9db970105f9e62f550f22de8126.jpg,ea9dc137c24a8e63,HOT SALE /GAMIS HAYLA DRESS MO,9947,0,app/dataset/shopee-product-matching/train_images/195ab9db970105f9e62f550f22de8126.jpg,['train_3768010885'],train_3768010885,train_3768010885,1.0
1907,train_2338298996,195efc2a96a7d2a44b33ebeba7d31864.jpg,cacbfa26a923a41d,Ikan Dori / dory FILLET lokal @1kg - Qualitas Super,9079,0,app/dataset/shopee-product-matching/train_images/195efc2a96a7d2a44b33ebeba7d31864.jpg,['train_2338298996'],train_2338298996,train_2338298996,1.0
